location,percentage_delayed,warehouse_status
"CCU/GARIA-TML, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/GPK-TML, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/HUB, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/IB1, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/IB2, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/Kakurgachi-TML, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/Kestopur-TML, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/Noapara-TML, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/PATULI-TML, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/PCK, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/PFK- TML, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/RMG-TML, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/SANTOSHPUR-TML, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/Sodepur-TML, Kolkata, WEST BENGAL",0.00,Ignore
"CCU/SONARPUR-TML, Kolkata, WEST BENGAL",0.00,Ignore
"CelebrationMallODH_ATQ Amritsar",0.00,Ignore
"CENTRAL DEPOT",0.00,Ignore
"CGL/MM-Nagar, Chengalpet, TAMIL NADU",0.00,Ignore
"KuthuparambaHub_MKD Kuthuparamba",0.00,Ignore
"KuttichiraOSH_KTC Thrissur",0.00,Ignore
"KwarsiHighwayHub_ALG Aligarh",0.00,Ignore
"Kydganj, KADGANJ, UTTAR PRADESH",0.00,Ignore
KYMR,0.00,Ignore
"KYMR ",0.00,Ignore
LABBAIKUDIKADU,0.00,Ignore
LADWA,0.00,Ignore
"LadwaHub_LAD LADWA",0.00,Ignore
LAHAR,0.00,Ignore
"Laharpur, Sitapur, UTTAR PRADESH",0.00,Ignore
"Laheriyasarai, Darbhanga, BIHAR",0.00,Ignore
"LakeTown Hub",0.00,Ignore
"LakeTown Hub Kolkata",0.00,Ignore
"LakeView Hub Bengaluru",0.00,Ignore
"LAKHIMPURKHIRI, Lakhimpur Khiri, UTTAR PRADESH",0.00,Ignore
Lakhisarai,0.00,Ignore
"Lakhisarai, Lakhisarai, BIHAR",0.00,Ignore
"LakhisaraiHub_LKR Lakhisarai",0.00,Ignore
Lakhn,0.00,Ignore
LAKHNA,0.00,Ignore
"Lakhnadon, Lakhnadon, MADHYA PRADESH",0.00,Ignore
"LakhniMDH_LAK Lakhn",0.00,Ignore
Lakshmikantpur,0.00,Ignore
Lalbagh,0.00,Ignore
"LalChowk, LAL CHOWK, JAMMU AND KASHMIR",0.00,Ignore
LALGANJ,0.00,Ignore
"Lalgola, LALGOLA, WEST BENGAL",0.00,Ignore
Lalgudi,0.00,Ignore
LalgudiHub_LAL,0.00,Ignore
"LalgudiHub_LAL Lalgudi",0.00,Ignore
"Lalitpur1, Lalitpur, UTTAR PRADESH",0.00,Ignore
Lalpar,0.00,Ignore
LalparHub,0.00,Ignore
"LalparHub_LLP Lalpar",0.00,Ignore
"Lalru, MOHALI, PUNJAB",0.00,Ignore
"Lalsot, Lalsot, RAJASTHAN",0.00,Ignore
LANJA,0.00,Ignore
LANJI,0.00,Ignore
"Lar Ganderbal, Lar Ganderbal, JAMMU AND KASHMIR",0.00,Ignore
"Lar Town, Lar Town, UTTAR PRADESH",0.00,Ignore
"LargelogicChinnamanurODH_CNM CHINNAMANUR",0.00,Ignore
LargeLogicDharapuramODH_DHP,0.00,Ignore
"LargeLogicDharapuramODH_DHP Dharapuram",0.00,Ignore
LargeLogicDharmaramODH_DRM,0.00,Ignore
LargeLogicIDPLBalanagarODH_HYD,0.00,Ignore
"LargeLogicIDPLBalanagarODH_HYD Hyderabad",0.00,Ignore
"LargeLogicJulurupadODH_JPD khammam",0.00,Ignore
"LargeLogicKodumurODH_KMR kurnool",0.00,Ignore
"LargeLogicKuniyamuthurODH_CJB Coimbatore",0.00,Ignore
"LargeLogicParkalODH_PRK ROTS",0.00,Ignore
LargeLogicPendurthiODH_VTZ,0.00,Ignore
"LargeLogicPendurthiODH_VTZ Visakhapatnam",0.00,Ignore
"LargeLogicPettaiODH_TVL Tirunelveli",0.00,Ignore
"LargeLogicTanukuODH_TNK Thorrur",0.00,Ignore
LargeLogicThovalaiODH_THV,0.00,Ignore
"LargeLogicThovalaiODH_THV Nagercoil",0.00,Ignore
"LargeLogicTorrurODH_TRR Thorrur",0.00,Ignore
"LATEHAR OFFICE",0.00,Ignore
"Latehar, LATEHAR, JHARKHAND",0.00,Ignore
"Latur, Latur, MAHARASHTRA",0.00,Ignore
LaturHub_LTU,0.00,Ignore
"LaturHub_LTU Latur",0.00,Ignore
"LAV KUSH INTERPRISES GURGAON",0.00,Ignore
"Laveen kumar HYDERABAD",0.00,Ignore
"Lavkhushnagar, Lavkushnagar, MADHYA PRADESH",0.00,Ignore
"LAWAR, UTTAR PRADESH, IN",0.00,Ignore
"Lawspet Hub Pondicherry",0.00,Ignore
LAXMANGARH,0.00,Ignore
"Laxmangarh, Laxmangarh, RAJASTHAN",0.00,Ignore
"Laxmi Shoping Center THANE",0.00,Ignore
"laxmi stationary NEW DELHI",0.00,Ignore
"Laxmi store NEW DELHI",0.00,Ignore
"Laxmi Tea and Tiffin center NIZAMABAD",0.00,Ignore
LaxmiNagarHUB_DEL,0.00,Ignore
"LaxmiNagarHUB_DEL Delhi",0.00,Ignore
LBNagarHub_HYD,0.00,Ignore
"LBNagarHub_HYD Hyderabad",0.00,Ignore
LEHRAGAGA,0.00,Ignore
LekhrajMarketHub_LKO,0.00,Ignore
"LekhrajMarketHub_LKO Lucknow",0.00,Ignore
LemoorHub_LMR,0.00,Ignore
"LemoorHub_LMR Kandukur",0.00,Ignore
Lesliganj,0.00,Ignore
LesliganjMDH_LSG,0.00,Ignore
"LesliganjMDH_LSG Lesliganj",0.00,Ignore
Libra,0.00,Ignore
"LibraMDH_LBR Libra",0.00,Ignore
"LibraODH_LBR Khanna",0.00,Ignore
"Limbodi, LIMBODI, MADHYA PRADESH",0.00,Ignore
"Limdi, Limdi, GUJARAT",0.00,Ignore
"Lingareddy master kirana HYDERABAD",0.00,Ignore
LINGASUGAR,0.00,Ignore
Lingsugur,0.00,Ignore
"Lintomon HOME KOTTAYAM",0.00,Ignore
"LKO/CHK, Lucknow, UTTAR PRADESH",0.00,Ignore
"LKO/IDR, Lucknow, UTTAR PRADESH",0.00,Ignore
"LKO/PKM1, Lucknow, UTTAR PRADESH",0.00,Ignore
"LKO/RJP, Lucknow, UTTAR PRADESH",0.00,Ignore
"LKO/TPN, Lucknow, UTTAR PRADESH",0.00,Ignore
"LoadhaPalavaODH_MUM Mumbai",0.00,Ignore
"LoadshareAlamganjODH_DBB Dhubri",0.00,Ignore
"LoadshareAndalSplitODH_DGP Raniganj",0.00,Ignore
"LoadshareBaleshwarSplitODH_BAW Baleswar",0.00,Ignore
"LoadshareBaranagarODH_KOL Kolkata",0.00,Ignore
LoadshareBudgeBudgeODH_KOL,0.00,Ignore
"LoadshareBudgeBudgeODH_KOL Budge Budge",0.00,Ignore
LoadshareCitiCenterODH_DGP,0.00,Ignore
"LoadshareCitiCenterODH_DGP Durgapur",0.00,Ignore
"LoadshareCuttackSplitODH_BBI Cuttack",0.00,Ignore
LoadshareDhulagarhODH_KOL,0.00,Ignore
"LoadshareDhulagarhODH_KOL Dhulagarh",0.00,Ignore
"LoadshareKabuganjODH_IXS Silchar",0.00,Ignore
"LoadshareLalbaghODH_MBB Lalbagh",0.00,Ignore
"LoadshareNagaonSplitODH_NGN Nagaon",0.00,Ignore
"LoadsharePithoragarhODH_PTG Pithoragarh",0.00,Ignore
"LoadshareRourkelaSplitODH_RRK Rourkela",0.00,Ignore
LoadshareShahjahanpurODH_SJP,0.00,Ignore
"LoadshareShahjahanpurODH_SJP Shahjahanpur",0.00,Ignore
"LoadshareYakubnagarMDH_YKB Shahjhanpur",0.00,Ignore
LodhipurHub_MRD,0.00,Ignore
"LodhipurHub_MRD Moradabad",0.00,Ignore
"LOGIC IT SOLUTIONS TIRUR",0.00,Ignore
LogixFoxAnandapurODH_ADP,0.00,Ignore
"LogixFoxAnandapurODH_ADP Anandapur",0.00,Ignore
"LOHARDAGA OFFICE",0.00,Ignore
"Lohardaga, LOHARDAGA, JHARKHAND",0.00,Ignore
LOHARU,0.00,Ignore
"Loharu, Loharu, HARYANA",0.00,Ignore
"Lohta, VARANASI, UTTAR PRADESH",0.00,Ignore
LONAND,0.00,Ignore
"Lonand, Lonand, MAHARASHTRA",0.00,Ignore
LONAVALA,0.00,Ignore
"Lonavala, MAHARASHTRA, IN",0.00,Ignore
"LONI KALBHOR",0.00,Ignore
"LONI KALBHOR, MAHARASHTRA, IN",0.00,Ignore
"Loni Kalbhor, PUNE, MAHARASHTRA",0.00,Ignore
"Losal, Losal, RAJASTHAN",0.00,Ignore
"Love chonde ROHA",0.00,Ignore
"LOVE STORE NEW DELHI",0.00,Ignore
"LOVELY SERVICE CENTRE",0.00,Ignore
"LOWER PAREL (LPRL)",0.00,Ignore
"LUCKNOW - LKO",0.00,Ignore
"LUCKNOW SITAPUR ROAD",0.00,Ignore
"Lucknow, Uttar Pradesh, IN",0.00,Ignore
"LUD/EHV, Ludhiana, PUNJAB",0.00,Ignore
"LUD/FPT, Ludhiana, PUNJAB",0.00,Ignore
"LUD/HV1, Ludhiana, PUNJAB",0.00,Ignore
"LUD/RTO, Ludhiana, PUNJAB",0.00,Ignore
"LUDHIANA - LDH",0.00,Ignore
"LUDHIANA (LUDI)",0.00,Ignore
"Ludhiana Hub",0.00,Ignore
"LUDHIANA RSP HUB",0.00,Ignore
LudhianaAirportMDH_LUH,0.00,Ignore
"LudhianaAirportMDH_LUH Ludhiana",0.00,Ignore
"Luhari, Luhari, HARYANA",0.00,Ignore
LUMDING,0.00,Ignore
"Lunavada, Lunavada, GUJARAT",0.00,Ignore
"M.I Enterprise JAMNAGAR",0.00,Ignore
"M.S.V JAYANTHI AGENCY SIVAKASI",0.00,Ignore
"MA ASHAPURA NAKHATRANA",0.00,Ignore
"MAA ASHAPURA ENTERPRISE RAJKOT",0.00,Ignore
"Maa pitambara contraction company JALAUN",0.00,Ignore
"MAA/CHL-TML, Chennai, TAMIL NADU",0.00,Important
"MAA/GUD-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/KBM, Chennai, TAMIL NADU",0.00,Ignore
"MAA/KDM-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/KKN-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/KOD-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/MAD-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/MBM-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/MDP-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/NAM-EHV, Chennai, TAMIL NADU",0.00,Ignore
"MAA/NAM, Chennai, TAMIL NADU",0.00,Ignore
"MAA/PAL-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/SDP-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/SEL-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/SNR-EHV, Chennai, TAMIL NADU",0.00,Ignore
"MAA/Tiruvottiyur-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/TMB-EHV, Chennai, TAMIL NADU",0.00,Ignore
"MAA/TMB-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/TMV-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/TPM-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/UPM-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAA/VEL-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAAPOD/EHV-TML, Chennai, TAMIL NADU",0.00,Ignore
"MAATHUR, MAATHUR, TAMIL NADU",0.00,Ignore
Macherla,0.00,Ignore
MacherlaHub_MCH,0.00,Ignore
MACHILIPATNAM,0.00,Ignore
MachilipatnamHub_MTM,0.00,Ignore
"MachilipatnamHub_MTM Machilipatnam",0.00,Ignore
"Machiwara, MACHIWARA, PUNJAB",0.00,Ignore
"MACOSA MOBILE SHOP CUTTACK",0.00,Ignore
"MAD/HUB, Madurai, TAMIL NADU",0.00,Ignore
MADAKASIRA,0.00,Ignore
Madanapallee,0.00,Ignore
MadanapalleeHub_MDP,0.00,Ignore
"MadanapalleeHub_MDP Madanapallee",0.00,Ignore
"MADANPALLI, Madanapalli, ANDHRA PRADESH",0.00,Ignore
"Madari Road 1, Falakata, WEST BENGAL",0.00,Ignore
MADDUR,0.00,Ignore
"MADDUR MANDYA",0.00,Ignore
MADHAVARAM,0.00,Ignore
"MADHAVARAM APEX SFC PUD",0.00,Ignore
Madhepura,0.00,Ignore
"MADHEPURA OFFICE",0.00,Ignore
MadhepuraHub_DMH,0.00,Ignore
"MADHOOPUR, madhupur, JHARKHAND",0.00,Ignore
"Madhuban UP, Madhuban UP, UTTAR PRADESH",0.00,Ignore
Madhubani,0.00,Ignore
"MADHUBANI REACH",0.00,Ignore
"MADHUBANI, BIHAR, IN",0.00,Ignore
"Madhubani2, MADHUBANI, BIHAR",0.00,Ignore
Madhugiri,0.00,Ignore
"MADHYA MARG OFFICE",0.00,Ignore
"Madhya Pradesh",0.00,Ignore
"Madhyamgram-TML, Kolkata, WEST BENGAL",0.00,Ignore
"Madian Provision Store DEHRADUN",0.00,Ignore
MADIKERE,0.00,Ignore
MADINAGUDA,0.00,Ignore
"Madinaguda Hub",0.00,Ignore
"Madinaguda Hub Hyderabad",0.00,Ignore
Madpur,0.00,Ignore
MadpurHub_MDP,0.00,Ignore
"Madukkarai, Malumichampatti, TAMIL NADU",0.00,Ignore
MADURAI,0.00,Important
"MADURAI BYE-PASS",0.00,Ignore
"MADURAI E-TAIL CPU",0.00,Ignore
"MADURAI HUB",0.00,Important
"Madurai Hub Madurai",0.00,Ignore
"Madurai, TAMIL NADU, IN",0.00,Ignore
"MADURAI/SOUTH-TML, Madurai, TAMIL NADU",0.00,Ignore
"MAGARPATTA CITY PUD",0.00,Ignore
MAHABALIPURAM,0.00,Ignore
"MAHABUB NAGAR",0.00,Ignore
Mahabubabad,0.00,Ignore
"Mahabubabad, TELANGANA, IN",0.00,Ignore
MahabubabadHub_MHB,0.00,Ignore
"MahabubabadHub_MHB Mahabubabad",0.00,Ignore
"MAHABUBNAGAR, Mahabubnagar, TELANGANA",0.00,Ignore
Mahad,0.00,Ignore
"MAHAD, Maharashtra, IN",0.00,Ignore
"Mahadev Electronic GHAZIPUR",0.00,Ignore
"MAHADEV ENTERPRISE NEW DELHI",0.00,Ignore
"Mahadevapura Hub Bengaluru",0.00,Ignore
"MAHADEVAPURA INDUS. AREA",0.00,Ignore
"MahadHub_MHD Mahad",0.00,Ignore
Mahag,0.00,Ignore
"Mahagama, Mahagama, JHARKHAND",0.00,Ignore
"MahagaonMDH_MAH Mahag",0.00,Ignore
"Mahakal Logistics Bagli RFK BAGLI",0.00,Ignore
"Mahakali krupa BHAVNAGAR",0.00,Ignore
"Mahalakshmi agencies OOTY",0.00,Ignore
"Mahammad Rafi KOILKUNTLA",0.00,Ignore
"MahandipurBalajiMDH_MHN Brahmbad",0.00,Ignore
MAHARAJGANJ,0.00,Ignore
"Maharajganj1, Maharajganj, UTTAR PRADESH",0.00,Ignore
Maharajpur,0.00,Ignore
"Maharajpurahub_GWL Maharajpur",0.00,Ignore
Mahasamund,0.00,Ignore
"Mahavir Kirana NEW DELHI",0.00,Ignore
"MAHBUB NAGAR",0.00,Ignore
Mahbubnagar,0.00,Ignore
"MahbubnagarHub_MBN Mahbubnagar",0.00,Ignore
"Mahe, Mahe, KERALA",0.00,Ignore
"Mahendergarh, Mahendergarh, HARYANA",0.00,Ignore
MAHENDRAGARH,0.00,Ignore
MAHESANA,0.00,Ignore
"MAHESH GAWALI VASAI",0.00,Ignore
"Mahesh Master Kirana EAST GODAVARI",0.00,Ignore
MAHESHTALA,0.00,Ignore
"Mahi kirana store FARIDABAD",0.00,Ignore
"Mahilpur, MAHALPUR, PUNJAB",0.00,Ignore
"Mahima store ROURKELA",0.00,Ignore
"Mahisgaon, Mahisgaon, MAHARASHTRA",0.00,Ignore
"Mahmood store NEW DELHI",0.00,Ignore
"MAHMUDABAD, UTTAR PRADESH, IN",0.00,Ignore
"MahnarHub_VAS Vaishali",0.00,Ignore
MAHOBA,0.00,Ignore
"Mahoba, Mahoba, UTTAR PRADESH",0.00,Ignore
"MahobaHub_MHB MAHOBA",0.00,Ignore
MAHRAJGANJ,0.00,Ignore
"MAHRAJGANJ MAHRAJGANJ DISTRICT, UTTAR PRADESH, IN",0.00,Ignore
"MahrajganjHub_MRJ MAHRAJGANJ",0.00,Ignore
"MAHUA OFFICE",0.00,Ignore
Mahulpalli,0.00,Ignore
MAHUVA,0.00,Ignore
"MAHUVA, GUJARAT, IN",0.00,Ignore
"Mahuva, Mahuva, GUJARAT",0.00,Ignore
Mahuwa,0.00,Ignore
Maihar,0.00,Ignore
"Maihar, Maihar, MADHYA PRADESH",0.00,Ignore
"MaiharHub_MHR Maihar",0.00,Ignore
MAINPURI,0.00,Ignore
"Mainpuri, Mainpuri, UTTAR PRADESH",0.00,Ignore
"MAIRANGBAH, Mairangbah, MEGHALAYA",0.00,Ignore
Majhdia,0.00,Ignore
"MajhdiaHub_MIJ Majhdia",0.00,Ignore
"Makhu, Zira, PUNJAB",0.00,Ignore
MAKRANA,0.00,Ignore
"Makrana, MAKRANA, RAJASTHAN",0.00,Ignore
MakranaHub_MAK,0.00,Ignore
"MakranaHub_MAK MAKRANA",0.00,Ignore
"MALA, MALA KL, KERALA",0.00,Ignore
"Malad East, Mumbai, MAHARASHTRA",0.00,Ignore
MaladWestHub_MUM,0.00,Ignore
"MaladWestHub_MUM Mumbai",0.00,Ignore
"MALAKPET E-TAIL CENTRE",0.00,Ignore
"MALAKPET EXT",0.00,Ignore
"Malang Enterprise JAM JODHPUR",0.00,Ignore
MALAPPURAM,0.00,Ignore
MALAPURAM,0.00,Ignore
"MalaPuram Hub",0.00,Ignore
"MalaPuram Hub Malappuram",0.00,Ignore
"Malavalli, Malavalli, KARNATAKA",0.00,Ignore
Malayinkeezh,0.00,Ignore
"Malayinkeezhuhub_MYZ Malayinkeezh",0.00,Ignore
Malbazar,0.00,Ignore
"MALBAZAR OFFICE",0.00,Ignore
"MalbazarHub_NJP Malbazar",0.00,Ignore
MALDA,0.00,Ignore
"MALDA OFFICE",0.00,Ignore
"Malda, Malda, WEST BENGAL",0.00,Ignore
"MALEGAON BUDRUK",0.00,Ignore
"Malegaon, Malegaon, MAHARASHTRA",0.00,Ignore
"MalenaduHub_SMG Shimoga",0.00,Ignore
MALERKOTLA,0.00,Ignore
"Malerkotla S.O",0.00,Ignore
"Malerkotla, Malerkotla, PUNJAB",0.00,Ignore
"Malhotra Store DEHRADUN",0.00,Ignore
"Maligaon Hub Guwahati",0.00,Ignore
"MALKANAGIRI OFFICE",0.00,Ignore
"MALKANGIRI, ODISHA, IN",0.00,Ignore
MALKAPUR,0.00,Ignore
"Malkharoda, Sakti, CHHATTISGARH",0.00,Ignore
Mallarpur,0.00,Ignore
"MALLIDI, BELLAMPALLI, TELANGANA",0.00,Ignore
"MALOTH PAVANI KIRANA MAHABUBABAD",0.00,Ignore
MALOUT,0.00,Ignore
MALUMICHAMPATTI,0.00,Ignore
"Malumichampatti, Malumichampatti, TAMIL NADU",0.00,Ignore
MalumichampattiHub_MUC,0.00,Ignore
"MalumichampattiHub_MUC Malumichampatti",0.00,Ignore
Malvinagar,0.00,Ignore
MalviyaNagarhub_JAI,0.00,Ignore
"MalviyaNagarhub_JAI Jaipur",0.00,Ignore
"MANALI SERVICE CENTRE",0.00,Ignore
"MANALI, HIMACHAL PRADESH, IN",0.00,Ignore
"Manalur, Manalur, KERALA",0.00,Ignore
"Manamunda, Manamunda, ORISSA",0.00,Ignore
MANANTHAVADY,0.00,Ignore
"Mananthavady, MANANTHAVADY, KERALA",0.00,Ignore
"MananthavadyHub_MDY MANANTHAVADY",0.00,Ignore
MANAPARAI,0.00,Ignore
"Manapparai, MANAPPARAI, TAMIL NADU",0.00,Ignore
Manarcadu_MRD,0.00,Ignore
"Manarcadu_MRD Kottayam",0.00,Ignore
"Manasa, Manasa, MADHYA PRADESH",0.00,Ignore
MANAVADAR,0.00,Ignore
"Manavalakurichi, Manavalakurichi, TAMIL NADU",0.00,Ignore
MANCHAR,0.00,Ignore
"Mancherial, Mancherial, TELANGANA",0.00,Ignore
"Mandal ji Store NEW DELHI",0.00,Ignore
"Mandal Store NEW DELHI",0.00,Ignore
MANDAPAM,0.00,Ignore
Mandapeta,0.00,Ignore
"Mandapeta / Ramachandrapuram",0.00,Ignore
"Mandapeta / Ravulapalem",0.00,Ignore
"Mandapeta, Mandapeta, ANDHRA PRADESH",0.00,Ignore
"MandapetaHub_MDP Mandapeta",0.00,Ignore
"Mandar, Mandar, JHARKHAND",0.00,Ignore
"Mandawa, Mandawa, RAJASTHAN",0.00,Ignore
Mandi,0.00,Ignore
"MANDI ADAMPUR",0.00,Ignore
"Mandi City, Mandi City, HIMACHAL PRADESH",0.00,Ignore
"MANDI DABWALI",0.00,Ignore
"MANDI NER CHOWK",0.00,Important
"Mandi, HIMACHAL PRADESH, IN",0.00,Ignore
"Mandi, Mandi, HIMACHAL PRADESH",0.00,Ignore
MANDIDEEP,0.00,Ignore
"Mandideep, Mandideep, MADHYA PRADESH",0.00,Ignore
"Mandigovindgarh, Mandigovindgarh, PUNJAB",0.00,Ignore
MandiHub_MNI,0.00,Ignore
"MandiHub_MNI Mandi",0.00,Ignore
MANDLA,0.00,Ignore
"Mandla, Mandla, MADHYA PRADESH",0.00,Ignore
MANDSAUR,0.00,Ignore
"Mandsaur, Mandsaur, MADHYA PRADESH",0.00,Ignore
"MandsaurHub_MAN Mandsaur",0.00,Ignore
MANDVI,0.00,Ignore
"Mandvi, Mandvi, GUJARAT",0.00,Ignore
MANDYA,0.00,Ignore
"Mandya Hub",0.00,Ignore
"Mandya Hub Mandya",0.00,Ignore
Manendragarh,0.00,Ignore
"MANESAR (MANN)",0.00,Ignore
"MANESAR PINCODES",0.00,Ignore
"manesar1, Delhi NCR, DELHI",0.00,Ignore
MANGADU,0.00,Ignore
MANGALAGANGOTHRI,0.00,Ignore
Mangalagiri,0.00,Ignore
"Mangalagiri, Mangalagiri, ANDHRA PRADESH",0.00,Ignore
"MangalagiriHub_MGG Mangalagiri",0.00,Ignore
"MangalamHub_TPR Tirupur",0.00,Ignore
Mangalapuram,0.00,Ignore
"Mangalaya, Sanwer, MADHYA PRADESH",0.00,Ignore
MANGALDOI,0.00,Ignore
MANGALGIRI,0.00,Ignore
Mangalore,0.00,Ignore
"Mangalore Hub",0.00,Ignore
"Mangalore Hub Mangalore",0.00,Ignore
"MANGALORE, KARNATAKA, IN",0.00,Ignore
"MANGALORE, Mangalore, KARNATAKA",0.00,Ignore
"Mangaluru, KARNATAKA, IN",0.00,Ignore
"Mangalvedha, Mangalvedha, MAHARASHTRA",0.00,Ignore
MANGAON,0.00,Ignore
"Mangaon, Mangaon, MAHARASHTRA",0.00,Ignore
MangaonHub_MAN,0.00,Ignore
"MangaonHub_MAN Mangaon",0.00,Ignore
Mangawan,0.00,Ignore
MangawanMDH_MGN,0.00,Ignore
"MangawanMDH_MGN Mangawan",0.00,Ignore
"MANGLORE (MLRE)",0.00,Ignore
"Manglurpir, Manglurpir, MAHARASHTRA",0.00,Ignore
MangoCityHub_SXV,0.00,Ignore
"MangoCityHub_SXV Salem",0.00,Ignore
MangolpuriHub_DEL,0.00,Ignore
"MangolpuriHub_DEL Delhi",0.00,Ignore
Mangrol,0.00,Ignore
"Mangrol RJ, Mangrol RJ, RAJASTHAN",0.00,Ignore
"Mani Home store BANGALORE",0.00,Ignore
"Manikandan Home SALEM",0.00,Ignore
"Manikandan HOME SIVAGANGA",0.00,Ignore
"ManikChowkHub_JHS Jhansi",0.00,Ignore
ManikondaHub_Hyd,0.00,Ignore
"ManikondaHub_Hyd Hyderabad",0.00,Ignore
"ManikondaHubTemp_Hyd Hyderabad",0.00,Ignore
MANIKPUR,0.00,Ignore
ManiNagarHub_ADI,0.00,Ignore
"ManiNagarHub_ADI Ahmedabad",0.00,Ignore
"Manipal Hub Manipal",0.00,Ignore
"MANIPAL, KARNATAKA, IN",0.00,Ignore
"Manipal, Manipal, KARNATAKA",0.00,Ignore
"Manish Enterprises PATNA",0.00,Ignore
"Manish Goyal Enterprise HISAR",0.00,Ignore
"Manish kirana store JHANSI",0.00,Ignore
"Manish patel service KANPUR",0.00,Ignore
"Manisha Kabra ICHALKARANJI",0.00,Ignore
MANJARI,0.00,Ignore
"Manjari, MANJARI, MAHARASHTRA",0.00,Ignore
MANJERI,0.00,Ignore
"MANJERI, KERALA, IN",0.00,Ignore
"Manjery, Manjery, KERALA",0.00,Ignore
"Manjit electronic PATIALA",0.00,Ignore
"Manjot kirana store AMRITSAR",0.00,Ignore
"Manju beauty parlour LUCKNOW",0.00,Ignore
"MANJUNATH_HOME_KIRANA RAICHUR",0.00,Ignore
"Mankala Devi THANE",0.00,Ignore
"Mankapur Gonda",0.00,Ignore
"Mankuva, BHUJ, GUJARAT",0.00,Ignore
"Manmad, Manmad, MAHARASHTRA",0.00,Ignore
"MANNA DEBASHIS BANKURA",0.00,Ignore
MANNARGHAT,0.00,Ignore
MANNARGUDI,0.00,Ignore
"Mannargudi, Tiruvarur, TAMIL NADU",0.00,Ignore
Mannarkkad,0.00,Ignore
MANNARKKADHUB_MRK,0.00,Ignore
"MANNARKKADHUB_MRK Mannarkkad",0.00,Ignore
"Mannat collection RAJGARH(BIA)",0.00,Ignore
"Mannat KHAMGAON",0.00,Ignore
"Mannu Store HISAR",0.00,Ignore
"Manoj jenral store BHARATPUR",0.00,Ignore
"Manoj Kumar NEW DELHI",0.00,Ignore
"Manoj Kumar pal DEHRADUN",0.00,Ignore
MANSA,0.00,Ignore
"MANUGHAT, Manoghat, TRIPURA",0.00,Ignore
"Manuguru, MANUGURU, TELANGANA",0.00,Ignore
"Manvi, Manvi, KARNATAKA",0.00,Ignore
ManviODH_MNV,0.00,Ignore
"ManviODH_MNV Raichur",0.00,Ignore
Manwath,0.00,Ignore
"MANYATHA TECH PARK",0.00,Ignore
MARADU,0.00,Ignore
"MARAKANAM - MRM ",0.00,Ignore
MarakanamHub_TIN,0.00,Ignore
"Maramon, MARAMON, KERALA",0.00,Ignore
MARANDA,0.00,Ignore
"MarangiODH_KIR Katihar",0.00,Ignore
"MarathahalliHub_BLR Bangalore",0.00,Ignore
"MarathahalliHubtemp_BLR Bangalore",0.00,Ignore
MARATHALLI,0.00,Ignore
"Marcel Goa, Marcel, GOA",0.00,Ignore
"Mardah, Kasimabad, UTTAR PRADESH",0.00,Ignore
MARGAO,0.00,Ignore
Margherita,0.00,Ignore
"MargheritaHub_MRG Margherita",0.00,Ignore
"MARIANI, Mariani, ASSAM",0.00,Ignore
"MARIGAON OFFICE",0.00,Ignore
"MARIKAL REACH",0.00,Ignore
MarinedriveHub_RPR,0.00,Ignore
"MarinedriveHub_RPR Raipur",0.00,Ignore
"MARIPEDA BANGLA, MARIPEDA BANGLA, TELANGANA",0.00,Ignore
"MARKAPUR REACH",0.00,Ignore
Markatola,0.00,Ignore
"MarshaghaiMDH_MSG Kendrapada",0.00,Ignore
MARTHANDAM,0.00,Ignore
"MARTHANDAM, MARTHANDAM, TAMIL NADU",0.00,Ignore
"MARUTI STORE BHUBANESWAR",0.00,Ignore
"MasabtankHub_Hyd Hyderabad",0.00,Ignore
"MASAURHI OFFICE",0.00,Ignore
